UID,SHS_Score,H_pct,E_pct,Length
P60639,1.7293,86.46,0.0,229
Q6GDQ8,1.7293,86.46,0.0,229
Q9CNP0,1.7292,86.46,0.0,192
Q81A38,1.7288,86.44,0.0,118
Q81WT3,1.7288,86.44,0.0,118
B1MZ79,1.7288,86.44,0.0,118
Q6F206,1.7288,86.44,0.0,177
B4SUN3,1.7286,86.43,0.0,199
A4WF68,1.7286,86.43,0.0,199
B7LRM9,1.7286,86.43,0.0,199
B5F7N8,1.7286,86.43,0.0,199
A8GK69,1.7286,86.43,0.0,199
B5R1C1,1.7286,86.43,0.0,199
B5FIV6,1.7286,86.43,0.0,199
Q99105,1.7285,86.43,0.0,501
P45272,1.7284,86.42,0.0,464
C3PFG5,1.7283,86.42,0.0,265
Q1MG67,1.728,86.4,0.0,125
Q11HT1,1.728,86.4,0.0,125
B3PP14,1.728,86.4,0.0,125
Q2K819,1.728,86.4,0.0,125
B5ZQP2,1.728,86.4,0.0,125
P40612,1.7279,86.39,0.0,147
Q9AB66,1.7278,86.39,0.0,169
Q57484,1.7277,86.39,0.0,404
P54175,1.7277,86.38,0.0,213
F1N7G5,1.7276,86.38,0.0,514
Q9SIA1,1.7275,86.37,0.0,477
Q0VTI9,1.7274,86.37,0.0,675
P19258,1.7273,86.36,0.0,176
Q5BK62,1.7273,86.36,0.0,176
P39210,1.7273,86.36,0.0,176
Q17046,1.7267,86.34,0.0,161
Q89AT1,1.7267,86.34,0.0,161
P0CAU7,1.7266,86.33,0.0,139
B7HFK6,1.7262,86.31,0.0,168
A9VSA7,1.7262,86.31,0.0,168
A0RL99,1.7262,86.31,0.0,168
Q72XE4,1.7262,86.31,0.0,168
B7IQW2,1.7262,86.31,0.0,168
A7GV60,1.7262,86.31,0.0,168
B6J723,1.7258,86.29,0.0,124
Q1QHY7,1.7258,86.29,0.0,124
A9KG69,1.7258,86.29,0.0,124
A0A8F4S726,1.7258,86.29,0.0,124
Q98N26,1.7258,86.29,0.0,124
Q9Z2J5,1.7255,86.27,0.0,102
B6ERM4,1.7255,86.27,0.0,102
A2C4J8,1.7255,86.27,0.0,153
Q5DZX0,1.7255,86.27,0.0,102
Q46J54,1.7255,86.27,0.0,153
A0PY40,1.7255,86.27,0.0,153
C3P286,1.7253,86.26,0.0,182
B7HY84,1.7253,86.26,0.0,182
B9IRV7,1.7253,86.26,0.0,182
A9VSC2,1.7253,86.26,0.0,182
Q72XC7,1.7253,86.26,0.0,182
Q6HAV9,1.7253,86.26,0.0,182
Q8TJA9,1.7249,86.24,0.0,676
Q4L8Q5,1.7247,86.23,0.0,385
Q63ZH8,1.7246,86.23,0.0,138
P59194,1.7245,86.22,0.0,392
Q29RS0,1.7243,86.22,0.0,370
P44019,1.7241,86.21,0.0,145
P29645,1.7237,86.18,0.0,152
O28178,1.7235,86.18,0.0,217
Q58417,1.7231,86.15,0.0,130
Q757M3,1.7231,86.15,0.0,455
Q9P7G3,1.7228,86.14,0.0,101
Q8TBF8,1.7228,86.14,0.0,368
P71060,1.7228,86.14,0.0,505
Q6LQR1,1.7228,86.14,0.0,101
Q8CUL5,1.7226,86.13,0.0,447
P0DSO8,1.7225,86.13,0.0,382
O42364,1.7224,86.12,0.0,281
Q60304,1.7222,86.11,0.0,144
Q5WB61,1.7222,86.11,0.0,180
Q9X0R9,1.7222,86.11,0.0,324
O94724,1.7222,86.11,0.0,108
B7IE18,1.7221,86.11,0.0,475
Q8ZK55,1.7216,86.08,0.0,388
Q46639,1.7216,86.08,0.0,388
O32086,1.7216,86.08,0.0,388
P46907,1.7215,86.08,0.0,395
A6QQM8,1.7215,86.08,0.0,316
P42257,1.7214,86.07,0.0,682
P61393,1.7213,86.07,0.0,122
A8HQ54,1.7212,86.06,0.0,373
Q8CN76,1.7209,86.05,0.0,387
B3DTV4,1.7209,86.05,0.0,172
Q9KNG8,1.7209,86.05,0.0,129
P0AFS5,1.7209,86.05,0.0,344
Q5HLK7,1.7209,86.05,0.0,387
P33699,1.7206,86.03,0.0,494
O80695,1.7206,86.03,0.0,501
Q2SKU4,1.7202,86.01,0.0,193
P0CZ13,1.7202,86.01,0.0,193
A3PRP3,1.7202,86.01,0.0,193
B6EGH7,1.7202,86.01,0.0,193
Q573E3,1.72,86.0,0.0,100
A1SY66,1.72,86.0,0.0,100
A6XA80,1.72,86.0,0.0,150
Q9KRU4,1.7199,86.0,0.0,457
Q3UXZ6,1.7198,85.99,0.0,364
Q8Z0W0,1.7197,85.99,0.0,157
A4W678,1.7197,85.99,0.0,157
A8AM03,1.7197,85.99,0.0,157
B5F504,1.7197,85.99,0.0,157
B5Y298,1.7197,85.99,0.0,157
Q31SX3,1.7197,85.99,0.0,157
B4EX78,1.7197,85.99,0.0,157
A6THX5,1.7197,85.99,0.0,157
Q1RGZ0,1.7197,85.99,0.0,157
A9MRX4,1.7197,85.99,0.0,157
A0A0H3FQN0,1.7197,85.99,0.0,157
A9MJ53,1.7194,85.97,0.0,392
Q7MKP8,1.7193,85.96,0.0,456
Q8D9N8,1.7193,85.96,0.0,456
Q92AG2,1.7193,85.96,0.0,456
Q53W05,1.7193,85.96,0.0,114
C1D896,1.7191,85.96,0.0,178
Q0CS98,1.7191,85.96,0.0,356
A1WIU9,1.7191,85.96,0.0,178
Q89AL3,1.7191,85.96,0.0,178
Q81Y27,1.719,85.95,0.0,121
Q81AB0,1.719,85.95,0.0,121
Q733F5,1.719,85.95,0.0,121
A7GR09,1.719,85.95,0.0,121
A2SPZ1,1.7189,85.95,0.0,185
B1JX66,1.7188,85.94,0.0,128
A6LA91,1.7188,85.94,0.0,128
A0K5C2,1.7188,85.94,0.0,128
Q4QJQ8,1.7188,85.94,0.0,192
P71395,1.7188,85.94,0.0,192
B7VLT9,1.7188,85.94,0.0,192
A1S6M9,1.7188,85.94,0.0,192
B8GMB4,1.7188,85.94,0.0,192
B4EBU8,1.7188,85.94,0.0,128
B5XNE5,1.7186,85.93,0.0,199
Q6D0D4,1.7179,85.9,0.0,156
A1JJF0,1.7179,85.9,0.0,156
Q66ER4,1.7179,85.9,0.0,156
C6DEZ3,1.7179,85.9,0.0,156
A4DA06,1.7179,85.9,0.0,156
Q99191,1.7176,85.88,0.0,432
B1YMR8,1.7175,85.88,0.0,177
P29651,1.7174,85.87,0.0,184
P28246,1.7172,85.86,0.0,396
P43805,1.717,85.85,0.0,106
Q97ID9,1.7169,86.76,0.91,219
Q48U87,1.7168,85.84,0.0,113
B4R910,1.7165,85.83,0.0,127
P26400,1.7163,85.81,0.0,430
Q9ZCK7,1.7162,85.81,0.0,148
Q9RY44,1.7162,85.81,0.0,451
P63082,1.7161,85.81,0.0,155
O18882,1.7161,85.81,0.0,155
P27449,1.7161,85.81,0.0,155
P23956,1.7161,85.81,0.0,155
Q9XST2,1.716,85.8,0.0,162
Q8PYZ8,1.716,85.8,0.0,676
A8YUJ7,1.716,85.8,0.0,169
B1MW89,1.716,85.8,0.0,169
Q0ZS23,1.716,85.8,0.0,169
A4JEZ2,1.7159,85.8,0.0,176
B2JGM9,1.7159,85.8,0.0,176
Q2NT68,1.7159,85.8,0.0,176
Q39FG1,1.7159,85.8,0.0,176
Q2SWP0,1.7159,85.8,0.0,176
B1YRY2,1.7159,85.8,0.0,176
A3MKH4,1.7159,85.8,0.0,176
P05715,1.7158,85.79,0.0,373
Q7VQX5,1.7157,85.79,0.0,401
Q4UKC4,1.7156,85.78,0.0,218
E1BM70,1.7155,85.77,0.0,942
A8AH48,1.7155,85.78,0.0,457
P18205,1.7152,85.76,0.0,302
B4UCE4,1.7143,85.71,0.0,126
B8J670,1.7143,85.71,0.0,126
Q2IF90,1.7143,85.71,0.0,126
Q667R0,1.7143,85.71,0.0,126
Q9CRC6,1.7143,85.71,0.0,105
Q75DG4,1.7143,85.71,0.0,112
Q3AFC6,1.7143,85.86,0.15,686
B7IQX7,1.7143,85.71,0.0,182
C4L477,1.7143,85.71,0.0,154
B7HFM2,1.7143,85.71,0.0,182
P63865,1.7143,85.71,0.0,126
Q88CB9,1.7143,85.71,0.0,462
Q8X564,1.7143,85.71,0.0,392
P21904,1.7143,85.71,0.0,168
Q57795,1.7143,85.71,0.0,105
C6BTV9,1.7143,85.71,0.0,126
Q1INF0,1.7143,85.71,0.0,126
A3CNV4,1.7143,85.71,0.0,112
B2GAU1,1.7143,85.71,0.0,168
O28911,1.7143,85.71,0.0,196
Q03105,1.7143,85.71,0.0,154
P27173,1.7143,85.71,0.0,119
Q36967,1.7143,85.71,0.0,105
Q57LY2,1.7143,85.71,0.0,392
Q1GAW9,1.7143,85.71,0.0,168
P77549,1.7143,85.71,0.0,392
A0A1S3EL69,1.7132,85.66,0.0,265
Q9VRL2,1.713,85.65,0.0,216
O51071,1.713,86.1,0.45,223
P29643,1.7128,85.64,0.0,188
Q1AVH5,1.7126,85.63,0.0,174
A7GTP0,1.7124,85.62,0.0,153
Q7VA60,1.7124,85.62,0.0,153
A2BYH9,1.7124,85.62,0.0,153
A9BCE2,1.7124,85.62,0.0,153
Q81G28,1.7124,85.62,0.0,452
A5D176,1.7123,85.62,0.0,146
Q8BHX1,1.7122,85.61,0.0,278
Q2YZ45,1.7121,85.6,0.0,389
Q2FEB0,1.7121,85.6,0.0,389
A7X618,1.7121,85.6,0.0,389
Q6GE44,1.7121,85.6,0.0,389
O42296,1.7121,85.61,0.0,264
Q92QE1,1.712,85.6,0.0,125
A0A2Y9HKB5,1.712,85.6,0.0,382
P0DTS0,1.712,85.6,0.0,382
Q8UFC8,1.712,85.6,0.0,125
B9JWI7,1.712,85.6,0.0,125
B2VHL9,1.712,85.6,0.0,125
Q7NIH2,1.712,85.6,0.0,125
C4XPM0,1.712,85.6,0.0,125
B7J9Q0,1.712,85.6,0.0,125
B3E5K6,1.712,85.6,0.0,125
Q8P4E6,1.7118,85.59,0.0,458
Q8PG07,1.7118,85.59,0.0,458
Q65SY9,1.7118,85.59,0.0,465
Q5HM39,1.7115,85.58,0.0,104
B4EYY4,1.7114,85.57,0.0,402
A4XS53,1.7113,85.57,0.0,194
A6V1T9,1.7113,85.57,0.0,194
Q9CLF4,1.7113,85.57,0.0,291
O33854,1.7113,85.57,0.0,388
A5CYC0,1.7111,85.56,0.0,180
O34649,1.7111,85.56,0.0,270
Q8G7A9,1.711,85.55,0.0,173
A1A3C9,1.711,85.55,0.0,173
P0DPR5,1.711,85.55,0.0,429
Q8RHJ2,1.7109,85.54,0.0,671
D3Z8K2,1.7109,85.55,0.0,934
Q9I3Y3,1.7107,85.53,0.0,477
Q89AA9,1.7107,85.53,0.0,394
P07017,1.7107,85.53,0.0,553
P02941,1.7107,85.53,0.0,553
Q71YH0,1.7105,85.53,0.0,456
Q8Y654,1.7105,85.53,0.0,456
Q00758,1.7104,85.52,0.0,518
Q178E6,1.7101,85.51,0.0,138
P71369,1.7101,85.5,0.0,407
Q10214,1.7099,85.5,0.0,131
Q8KA21,1.7098,85.49,0.0,193
Q15RL5,1.7098,85.49,0.0,193
Q0AAG7,1.7098,85.49,0.0,193
Q7VNT6,1.7098,85.49,0.0,193
B8D8R4,1.7098,85.49,0.0,193
O66757,1.7097,85.48,0.0,124
P29471,1.7097,85.48,0.0,124
P45019,1.7097,85.48,0.0,124
B5EDZ1,1.7097,85.48,0.0,124
B8IHT8,1.7097,85.48,0.0,124
Q11UI4,1.7097,85.48,0.0,124
Q5FKD1,1.7097,85.48,0.0,124
C6E0U8,1.7097,85.48,0.0,124
Q03WW2,1.7094,85.47,0.0,117
Q73BB8,1.7093,85.46,0.0,454
P40760,1.7092,85.46,0.0,392
Q8Z4Z9,1.7092,85.46,0.0,392
B4SZP4,1.7092,85.46,0.0,392
Q8ZNB8,1.7092,85.46,0.0,392
Q9RS84,1.7089,85.45,0.0,213
Q898Q9,1.7088,85.44,0.0,673
Q9UFE4,1.7088,85.44,0.0,941
Q5HE14,1.7087,85.44,0.0,103
Q4V8S9,1.7087,85.44,0.0,103
C5D657,1.7086,85.43,0.0,151
Q6DAJ0,1.7085,85.43,0.0,199
C6DIK6,1.7085,85.43,0.0,199
A0KX79,1.7083,85.42,0.0,192
B8CM58,1.7083,85.42,0.0,192
A8H536,1.7083,85.42,0.0,192
Q12N30,1.7083,85.42,0.0,192
Q8D890,1.7083,85.42,0.0,192
A3QEN4,1.7083,85.42,0.0,192
E2R1I5,1.7082,85.41,0.0,939
Q54FR4,1.7081,85.41,0.0,185
P73795,1.708,85.4,0.0,137
A4FN31,1.7079,85.39,0.0,178
O27767,1.7078,85.39,0.0,219
O51750,1.7075,85.38,0.0,506
Q9KEJ2,1.7074,85.37,0.0,458
O14285,1.7073,85.37,0.0,164
P39619,1.7073,85.37,0.0,123
O32095,1.7073,85.37,0.0,369
Q89AX2,1.7073,85.37,0.0,451
Q05347,1.7071,85.35,0.0,437
B6I2P6,1.707,85.35,0.0,157
B7UQZ2,1.707,85.35,0.0,157
B5Z4P6,1.707,85.35,0.0,157
Q5WEF9,1.707,85.35,0.0,157
Q327N3,1.707,85.35,0.0,157
B1IS55,1.707,85.35,0.0,157
Q0SX48,1.707,85.35,0.0,157
A1AJN6,1.707,85.35,0.0,157
Q0CGN5,1.7069,85.34,0.0,116
B7MA17,1.7068,85.34,0.0,457
P54463,1.7068,85.34,0.0,307
B7LQA4,1.7068,85.34,0.0,457
A0A2U3YVN9,1.7068,85.34,0.0,382
Q67L13,1.7067,85.33,0.0,150
Q925U2,1.7067,85.33,0.0,150
Q16873,1.7067,85.33,0.0,150
Q60860,1.7067,85.33,0.0,150
Q2NKS0,1.7067,85.33,0.0,150
C5D9N0,1.7065,85.33,0.0,184
P29649,1.7065,85.33,0.0,184
P57363,1.7062,85.31,0.0,177
Q7NTX4,1.7062,85.31,0.0,177
Q5TZ51,1.7062,85.31,0.0,177
B8D968,1.7062,85.31,0.0,177
Q8Y4B8,1.7059,85.29,0.0,170
P37814,1.7059,85.29,0.0,170
Q927W0,1.7059,85.29,0.0,170
A0ALL7,1.7059,85.29,0.0,170
A8FIB6,1.7059,85.29,0.0,170
A7Z9Q4,1.7059,85.29,0.0,170
Q9SIA5,1.7059,85.29,0.0,476
Q71WP5,1.7059,85.29,0.0,170
Q0V9R4,1.7058,85.29,0.0,945
O68827,1.7057,85.28,0.0,299
P0DMC0,1.7057,85.28,0.0,265
P42432,1.7057,85.29,0.0,401
Q5KZL2,1.7055,85.27,0.0,455
A1AM94,1.7054,85.27,0.0,129
P0C7W6,1.7054,85.27,0.0,258
Q50LE6,1.7054,85.27,0.0,224
O07601,1.7054,85.27,0.0,258
Q9XWQ1,1.7048,85.24,0.0,210
C0ZEP4,1.7047,85.23,0.0,149
Q58955,1.7047,85.23,0.0,386
A0K834,1.7045,85.23,0.0,176
P0A4K4,1.7043,85.21,0.0,399
Q05376,1.7043,85.22,0.0,115
Q9RGY5,1.7041,85.21,0.0,169
Q2S434,1.7041,85.21,0.0,169
Q8NMM8,1.7037,85.19,0.0,108
Q9SZH0,1.7037,85.19,0.0,108
P58120,1.7037,85.19,0.0,405
O74174,1.7037,85.19,0.0,108
A0A8F4S8P5,1.7037,85.19,0.0,162
P0A3Y7,1.7037,85.65,0.46,216
Q1H432,1.7037,85.19,0.0,108
Q3IW22,1.7037,85.19,0.0,135
Q65IG9,1.7035,85.18,0.0,452
P76278,1.7034,85.17,0.0,290
P29646,1.7032,85.16,0.0,155
Q8ZWI8,1.7032,85.16,0.0,721
Q8UDF5,1.7032,85.16,0.0,465
Q54ZG7,1.7031,85.16,0.0,128
B1YUI2,1.7031,85.16,0.0,128
A6TES0,1.703,85.15,0.0,202
B5QY11,1.703,85.15,0.0,404
B5F954,1.703,85.15,0.0,404
A9MH10,1.703,85.15,0.0,404
B5FL11,1.703,85.15,0.0,404
Q5PGY0,1.703,85.15,0.0,404
B4TSR5,1.703,85.15,0.0,404
C0Q855,1.703,85.15,0.0,404
Q8Z7L7,1.703,85.15,0.0,404
Q8ZQ25,1.703,85.15,0.0,404
Q8N755,1.703,85.15,0.0,202
Q57QK4,1.703,85.15,0.0,404
Q9D9D9,1.703,85.15,0.0,101
A4XAW6,1.7029,85.14,0.0,175
Q3V4W5,1.7029,85.14,0.0,175
Q2FW71,1.7028,85.14,0.0,397
Q750P7,1.7027,85.14,0.0,148
Q32FU7,1.7027,85.14,0.0,148
Q7S9H0,1.7026,85.13,0.0,464
Q96M95,1.7025,85.13,0.0,316
Q76MT9,1.7025,85.12,0.0,121
B4URE1,1.7025,85.12,0.0,121
B4EWN4,1.7024,85.12,0.0,457
A7FHJ7,1.7024,85.12,0.0,457
Q7UAH8,1.7024,85.12,0.0,457
Q8RC19,1.7024,85.12,0.0,168
B7NBB6,1.7024,85.12,0.0,457
Q0T4A9,1.7024,85.12,0.0,457
Q1C769,1.7024,85.12,0.0,457
Q6D5W6,1.7024,85.12,0.0,457
Q47455,1.7023,85.11,0.0,309
P0CP40,1.7022,85.11,0.0,450
C0HLB5,1.7019,85.09,0.0,161
Q568J8,1.7018,85.09,0.0,114
O82855,1.7018,85.09,0.0,456
M3W955,1.7016,85.08,0.0,382
Q3AZM4,1.7013,85.06,0.0,154
Q9F5N7,1.7013,85.06,0.0,462
Q9D5Y1,1.7012,85.06,0.0,937
C1DEF3,1.701,85.05,0.0,194
B7UWJ4,1.701,85.05,0.0,194
Q2RLE0,1.7009,85.04,0.0,682
A8MYZ5,1.7009,85.05,0.0,107
Q54Z13,1.7009,85.05,0.0,107
Q492K6,1.7009,85.05,0.0,107
B1J9E8,1.7008,85.04,0.0,127
Q9A6V2,1.7008,85.04,0.0,127
A9GIP6,1.7008,85.04,0.0,127
Q87KE9,1.7008,85.04,0.0,127
P20487,1.7007,85.03,0.0,147
Q8P5M6,1.7007,85.04,0.0,675
A8WG43,1.7006,85.03,0.0,354
A4J9B4,1.7,85.0,0.0,180
Q85FR0,1.7,85.0,0.0,160
Q9SCS6,1.7,85.0,0.0,200
Q9WUF4,1.7,85.0,0.0,100
Q9BV40,1.7,85.0,0.0,100
Q3T0Y8,1.7,85.0,0.0,100
Q8RXJ0,1.7,85.0,0.0,440
Q15836,1.7,85.0,0.0,100
Q4R8T0,1.7,85.0,0.0,100
B8F7B7,1.6995,84.97,0.0,193
Q0T4F0,1.6995,84.97,0.0,193
Q5E6B6,1.6995,84.97,0.0,193
A1K2S9,1.6995,84.97,0.0,193
D8GR70,1.6995,84.97,0.0,193
A8AH08,1.6995,84.97,0.0,193
A9MRW5,1.6995,84.97,0.0,193
B5F6I8,1.6995,84.97,0.0,193
A8AI28,1.6995,84.98,0.0,406
A7FHZ1,1.6995,84.97,0.0,193
A1JM88,1.6995,84.97,0.0,193
A1TZ65,1.6995,84.97,0.0,193
B5XWQ1,1.6995,84.97,0.0,193
A7ZM87,1.6995,84.97,0.0,193
Q320Y4,1.6995,84.97,0.0,193
A4TJ27,1.6995,84.97,0.0,193
A3MYN7,1.6995,84.97,0.0,193
B7LQP3,1.6995,84.97,0.0,193
B2VEQ1,1.6995,84.97,0.0,193
Q38WK1,1.6994,84.97,0.0,173
Q04S14,1.6994,84.97,0.0,173
A3PEU2,1.6993,84.97,0.0,153
B9J095,1.6993,84.97,0.0,153
P75719,1.6993,84.97,0.0,153
Q1WTL2,1.6993,84.97,0.0,153
Q7V034,1.6993,84.97,0.0,153
A8G6V4,1.6993,84.97,0.0,153
Q318T8,1.6993,84.97,0.0,153
Q8EES3,1.6993,84.97,0.0,459
P00726,1.6993,84.97,0.0,153
A2BT28,1.6993,84.97,0.0,153
Q480Q1,1.6992,84.96,0.0,133
Q7NSE1,1.6991,84.96,0.0,113
A2RF77,1.6991,84.96,0.0,113
P0DH12,1.6991,84.96,0.0,113
Q8TJA8,1.699,84.95,0.0,671
Q8PYZ7,1.699,84.95,0.0,671
O31600,1.6988,84.94,0.0,405
Q5XBB2,1.6988,84.94,0.0,405
P02942,1.6987,84.94,0.0,551
P44043,1.6986,84.93,0.0,146
P57415,1.6986,84.93,0.0,511
A9MNV6,1.6985,84.92,0.0,199
Q3SWD2,1.6984,84.92,0.0,126
B7LI20,1.6984,84.92,0.0,126
Q8ZDB1,1.6984,84.92,0.0,126
Q6CPX2,1.6984,84.92,0.0,126
Q1QRN0,1.6984,84.92,0.0,126
Q8DDL3,1.6984,84.92,0.0,126
O51489,1.6983,84.91,0.0,232
Q1LM81,1.6983,84.92,0.0,179
B3R523,1.6983,84.92,0.0,179
A9MPE0,1.6983,84.92,0.0,179
B5F4L5,1.6983,84.92,0.0,179
C5CNT0,1.6983,84.92,0.0,179
B5FU57,1.6983,84.92,0.0,179
Q5MZD9,1.6983,84.91,0.0,464
Q31ZU8,1.6983,84.92,0.0,179
Q0KBH3,1.6983,84.92,0.0,179
Q5REK7,1.6981,84.91,0.0,106
Q1QTW5,1.6981,84.91,0.0,106
A6U785,1.6981,84.91,0.0,106
A7HVB1,1.6981,84.91,0.0,106
P48606,1.6981,84.91,0.0,106
P58164,1.698,84.9,0.0,457
B7US04,1.698,84.9,0.0,457
Q57PL1,1.698,84.9,0.0,457
B4TES5,1.698,84.9,0.0,404
Q321C2,1.698,84.9,0.0,457
Q8ZPP2,1.698,84.9,0.0,457
B5F6M2,1.698,84.9,0.0,457
B4TH65,1.698,84.9,0.0,457
B5QV34,1.698,84.9,0.0,457
B5FIH8,1.698,84.9,0.0,457
B4T562,1.698,84.9,0.0,457
A8A0L0,1.698,84.9,0.0,457
B8E548,1.6979,84.9,0.0,192
A6WN18,1.6979,84.9,0.0,192
A1SSX5,1.6979,84.9,0.0,192
A4Y6J0,1.6979,84.9,0.0,192
Q8EE81,1.6979,84.9,0.0,192
Q0HII0,1.6979,84.9,0.0,192
A8FUY0,1.6979,84.9,0.0,192
O66586,1.6978,84.89,0.0,139
Q9R0A8,1.6978,84.89,0.0,278
Q9SIA3,1.6975,84.87,0.0,476
Q8GXM8,1.6975,84.87,0.0,476
Q9C9U1,1.6975,84.87,0.0,476
P39154,1.6973,84.86,0.0,185
Q68XN8,1.6972,84.86,0.0,218
Q92J96,1.6972,84.86,0.0,218
P41083,1.6972,84.86,0.0,218
Q76I90,1.6972,84.86,0.0,469
Q1RHC0,1.6972,84.86,0.0,218
P45146,1.697,84.85,0.0,231
P0AD19,1.697,84.85,0.0,231
P32918,1.697,84.85,0.0,264
P08250,1.697,84.85,0.0,264
O07940,1.6967,84.84,0.0,455
B2VKV9,1.6966,84.83,0.0,178
P86889,1.6966,84.83,0.0,323
Q7N471,1.6966,84.83,0.0,178
Q8L731,1.6965,84.82,0.0,481
O46409,1.6963,84.82,0.0,382
Q9ZCW4,1.6963,84.81,0.0,507
Q3J8V3,1.696,84.8,0.0,125
C0H3R9,1.696,84.8,0.0,125
Q2NKW0,1.696,84.8,0.0,125
Q03QY4,1.6959,84.8,0.0,171
Q89A60,1.6959,84.79,0.0,388
Q88UT9,1.6959,84.8,0.0,171
Q5HMB5,1.6959,84.8,0.0,171
Q7WAK9,1.6957,84.78,0.0,460
Q7WJR0,1.6957,84.78,0.0,460
Q9WXU1,1.6956,84.78,0.0,473
Q5KWB4,1.6954,84.77,0.0,151
B7GGT5,1.6954,84.77,0.0,151
Q9JX23,1.6952,84.76,0.0,269
Q9K1H6,1.6952,84.76,0.0,269
Q2FVZ6,1.6952,84.76,0.0,105
Q1LG26,1.6952,84.76,0.0,105
P23532,1.6952,84.76,0.0,105
Q46UZ7,1.6952,84.76,0.0,105
Q92JP3,1.6951,84.76,0.0,164
B4ETN1,1.695,84.75,0.0,400
Q66GV0,1.6949,84.75,0.0,177
P42397,1.6949,84.75,0.0,177
Q8PH20,1.6948,84.74,0.0,675
P29654,1.6943,84.71,0.0,157
Q0AK30,1.694,84.7,0.0,183
Q7VKZ1,1.694,84.7,0.0,183
Q9CMZ9,1.694,84.7,0.0,464
O34894,1.694,84.7,0.0,562
Q33375,1.6939,84.69,0.0,196
Q7WTR3,1.6937,84.68,0.0,457
Q5QUB1,1.6937,84.68,0.0,111
A1JPA1,1.6937,84.68,0.0,457
Q32FA7,1.6937,84.68,0.0,457
A9MEJ6,1.6937,84.68,0.0,457
Q9K8M3,1.6935,84.68,0.0,124
C3JY55,1.6935,84.68,0.0,124
Q083B7,1.6935,84.68,0.0,124
A6WNG2,1.6935,84.68,0.0,124
B9M837,1.6935,84.68,0.0,124
O86225,1.6935,84.68,0.0,124
C1DKY9,1.6935,84.68,0.0,124
Q48H73,1.6935,84.68,0.0,124
B8EET6,1.6935,84.68,0.0,124
A5GAD3,1.6935,84.68,0.0,124
P45123,1.6935,84.67,0.0,398
Q87Q50,1.6935,84.68,0.0,124
B2V9L9,1.6935,84.68,0.0,124
B8DJU6,1.6935,84.68,0.0,124
A4Y6Z6,1.6935,84.68,0.0,124
Q8EER0,1.6935,84.68,0.0,124
A0KWW4,1.6935,84.68,0.0,124
A3QEI9,1.6935,84.68,0.0,124
A7MVI0,1.6935,84.68,0.0,124
Q3KA83,1.6935,84.68,0.0,124
Q39R93,1.6935,84.68,0.0,124
Q9SIA4,1.6933,84.66,0.0,476
B2T419,1.6932,84.66,0.0,176
Q13YZ8,1.6932,84.66,0.0,176
B4EBL0,1.6932,84.66,0.0,176
Q8ZPK3,1.693,84.65,0.0,215
Q94AL1,1.6929,84.65,0.0,482
Q97IQ3,1.6923,84.62,0.0,117
B1X3Y3,1.6923,84.62,0.0,156
Q95V77,1.6923,84.62,0.0,143
P57538,1.6923,84.62,0.0,390
P26426,1.6923,84.62,0.0,104
O28157,1.6923,84.62,0.0,143
Q8D5Z0,1.6923,84.62,0.0,104
B4TTD0,1.6915,84.58,0.0,402
A9N5P5,1.6915,84.58,0.0,402
Q57QJ1,1.6915,84.58,0.0,402
Q67XT3,1.6915,84.58,0.0,201
B2A6J4,1.6913,84.56,0.0,149
O34674,1.6912,84.56,0.0,544
Q3A5X3,1.6911,84.55,0.0,123
Q8YI12,1.6911,84.55,0.0,123
P9WJY6,1.6911,84.56,0.0,395
A0L889,1.6911,84.55,0.0,123
Q8YDR8,1.6911,84.55,0.0,246
Q6A9N9,1.6911,84.55,0.0,123
Q7MLF6,1.6911,84.55,0.0,123
B1JZ29,1.6909,84.55,0.0,110
Q0BGK5,1.6909,84.55,0.0,110
A4JD93,1.6909,84.55,0.0,110
Q81T85,1.6909,84.55,0.0,453
A0K6A8,1.6909,84.55,0.0,110
O82628,1.6909,84.55,0.0,110
P86247,1.6909,84.55,0.0,110
Q9U5P2,1.6909,84.55,0.0,110
Q63VA1,1.6909,84.55,0.0,110
Q2SUU5,1.6909,84.55,0.0,110
Q39HP5,1.6909,84.55,0.0,110
Q6HLG9,1.6909,84.55,0.0,453
B6J6X5,1.6906,84.53,0.0,181
A9ND08,1.6906,84.53,0.0,181
B6J0F8,1.6906,84.53,0.0,181
Q0ADQ5,1.6906,84.53,0.0,181
Q21FI6,1.6906,84.53,0.0,181
Q5PPZ5,1.6905,84.52,0.0,252
P0AGM1,1.6905,84.53,0.0,349
Q4R6W3,1.6905,84.53,0.0,601
A5GV75,1.6903,84.52,0.0,155
O29398,1.6902,84.51,0.0,297
P41941,1.6901,84.51,0.0,213
Q38951,1.6899,84.5,0.0,587
Q8TA52,1.6899,84.5,0.0,129
Q8FZV0,1.6899,84.5,0.0,129
Q57CD6,1.6899,84.5,0.0,129
Q38950,1.6899,84.5,0.0,587
P0DX00,1.6899,84.5,0.0,832
A6R620,1.6897,84.48,0.0,116
P54176,1.6895,84.47,0.0,219
Q32PJ2,1.6895,84.47,0.0,380
H0VVW3,1.6894,84.47,0.0,264
P0DTU6,1.6894,84.47,0.0,264
P40414,1.6894,84.47,0.0,161
C5BDY7,1.6893,84.46,0.0,457
A6TA11,1.6893,84.46,0.0,457
B5XWL3,1.6893,84.46,0.0,457
A4W9T2,1.6893,84.46,0.0,457
